"","date","ratio_upt_pre","ratio_upt_pre_bus","ratio_upt_pre_rail","workplaces_time","reopened","INDIVIDUAL_gap_z","cases_p","dose2_cum","ratio_vrm_pre","ratio_vrm_pre_bus","ratio_vrm_pre_rail","pop_month","month","MSA.Code","flex_pct","val_upt","val_upt_bus","val_upt_rail","val_vrm","val_vrm_bus","val_vrm_rail","pct_transitcommute","pct_noveh"
"1973","2021-11-01",0.750038368455227,0.750038368455227,NA,-0.258051109646408,1,-0.00016108749649245,0.00242194747379822,0.469,0.87885739658107,0.87885739658107,NA,577326,11,"C2714",0.286159380027532,31766,31766,NA,53442,53442,NA,0.00319886887371694,0.0512595868686253
"1974","2021-12-01",0.76252877634142,0.76252877634142,NA,-0.284897391938267,1,-8.14164381520894e-05,0.0134710031388577,0.481,0.900696448687272,0.900696448687272,NA,577279,12,"C2714",0.285170660263709,32295,32295,NA,54770,54770,NA,0.00319886887371694,0.0512595868686253
"1975","2020-04-01",0.497347919774573,0.497347919774573,NA,-0.353203178959597,0,0.000131604412618541,0.00111275964391691,0,1.02051703351222,1.02051703351222,NA,129175,4,"C2718",0.326673395009812,18003,18003,NA,47825,47825,NA,0.00346403569226305,0.0746929534571537
"1976","2020-05-01",0.566965025692027,0.566965025692027,NA,-0.251485091816967,0,-0.000224552057361436,0.00039410237388724,0,1.06112432916876,1.06112432916876,NA,129146,5,"C2718",0.323669154340691,20523,20523,NA,49728,49728,NA,0.00346403569226305,0.0746929534571537
"1977","2020-06-01",0.659345820211061,0.659345820211061,NA,-0.194798482872687,0,3.09717382888115e-05,0.000757294757665678,0,1.06123102201073,1.06123102201073,NA,129150,6,"C2718",0.321359209842315,23867,23867,NA,49733,49733,NA,0.00346403569226305,0.0746929534571537
"1978","2020-07-01",0.929029228134151,0.929029228134151,NA,-0.25039271098601,0,0.000147094117009499,0.00668428536102868,0,1.05956661367589,1.05956661367589,NA,129169,7,"C2718",0.331125315671606,33629,33629,NA,49655,49655,NA,0.00346403569226305,0.0746929534571537
"1979","2020-08-01",0.663020056356705,0.663020056356705,NA,-0.217056047097804,0,-0.000309767751628217,0.0109575914935707,0,1.0595025979707,1.0595025979707,NA,129129,8,"C2718",0.330827462521843,24000,24000,NA,49652,49652,NA,0.00346403569226305,0.0746929534571537
"1980","2020-09-01",0.675506934084756,0.675506934084756,NA,-0.20581559386748,0,0.000185826113214559,0.0130594708209693,0,1.01887396374577,1.01887396374577,NA,129153,9,"C2718",0.331193852888869,24452,24452,NA,47748,47748,NA,0.00346403569226305,0.0746929534571537
"1981","2020-10-01",0.782529421515001,0.782529421515001,NA,-0.182286619156214,0,-0.000294311272896255,0.0104166666666667,0,1.10019524790082,1.10019524790082,NA,129115,10,"C2718",0.325815720909693,28326,28326,NA,51559,51559,NA,0.00346403569226305,0.0746929534571537
"1982","2020-11-01",0.671197303718437,0.671197303718437,NA,-0.212109367210985,0,1.54898270560809e-05,0.0157331849653808,0,0.978202652384052,0.978202652384052,NA,129117,11,"C2718",0.325873677742176,24296,24296,NA,45842,45842,NA,0.00346403569226305,0.0746929534571537
"1983","2020-12-01",0.737665064368197,0.737665064368197,NA,-0.248928558619157,1,0.000100673739642221,0.0271080613254204,0,1.0595239365391,1.0595239365391,NA,129130,12,"C2718",0.324403692093347,26702,26702,NA,49653,49653,NA,0.00346403569226305,0.0746929534571537
"1984","2021-01-01",0.667826951765291,0.667826951765291,NA,-0.205309482310272,1,7.74407384748821e-06,0.0165522997032641,0,0.978159975247261,0.978159975247261,NA,129131,1,"C2718",0.32448684732976,24174,24174,NA,45840,45840,NA,0.00346403569226305,0.0746929534571537
"1985","2021-02-01",0.569893364274269,0.569893364274269,NA,-0.257211191264148,1,0.00010066282599269,0.00595017309594461,0,0.978202652384052,0.978202652384052,NA,129144,2,"C2718",0.325093334003115,20629,20629,NA,45842,45842,NA,0.00346403569226305,0.0746929534571537
"1986","2021-03-01",0.764185866622465,0.764185866622465,NA,-0.162015560721278,1,-0.000201366192165306,0.00353146636993076,0.138,1.10021658646921,1.10021658646921,NA,129118,3,"C2718",0.324550727536377,27662,27662,NA,51560,51560,NA,0.00346403569226305,0.0746929534571537
"1987","2021-04-01",0.744129509917675,0.744129509917675,NA,-0.163649407027955,1,-6.19626674928356e-05,0.00558698071216617,0.245,1.05954527510749,1.05954527510749,NA,129110,4,"C2718",0.344893366341173,26936,26936,NA,49654,49654,NA,0.00346403569226305,0.0746929534571537
"1988","2021-05-01",0.62210619371236,0.62210619371236,NA,-0.192313433044898,1,-0.000232414006817478,0.00251916419386746,0.318,1.01887396374577,1.01887396374577,NA,129080,5,"C2718",0.344153479198202,22519,22519,NA,47748,47748,NA,0.00346403569226305,0.0746929534571537
"1989","2021-06-01",0.632438256257252,0.632438256257252,NA,-0.205069578757328,1,0.000611649207565868,0.00202460435212661,0.354,1.05954527510749,1.05954527510749,NA,129159,6,"C2718",0.341241493813683,22893,22893,NA,49654,49654,NA,0.00346403569226305,0.0746929534571537
"1990","2021-07-01",0.691198408751865,0.691198408751865,NA,-0.238060521026221,1,-0.000705054699848142,0.00405693620178042,0.391,0.992243430388255,0.992243430388255,NA,129068,7,"C2718",0.293738985784857,25020,25020,NA,46500,46500,NA,0.00346403569226305,0.0746929534571537
"1991","2021-08-01",0.690507762859827,0.690507762859827,NA,-0.21183761927245,1,-0.000364281783585618,0.0320768422354105,0.418,0.990600360621806,0.990600360621806,NA,129021,8,"C2718",0.298065339484505,24995,24995,NA,46423,46423,NA,0.00346403569226305,0.0746929534571537
"1992","2021-09-01",0.67268909884524,0.67268909884524,NA,-0.200638732884374,1,-0.000131778859570246,0.0246661721068249,0.454,0.92291442167145,0.92291442167145,NA,129004,9,"C2718",0.302321231294567,24350,24350,NA,43251,43251,NA,0.00346403569226305,0.0746929534571537
"1993","2021-10-01",0.663986960605558,0.663986960605558,NA,-0.180955161214325,1,0.00027898326100434,0.00625154549950544,0.477,0.95731219392491,0.95731219392491,NA,129040,10,"C2718",0.318734720992028,24035,24035,NA,44863,44863,NA,0.00346403569226305,0.0746929534571537
"1994","2021-11-01",0.670893419525941,0.670893419525941,NA,-0.186275174002231,1,0.000193700848409716,0.00449740356083086,0.495,0.907081203922029,0.907081203922029,NA,129065,11,"C2718",0.318646908859146,24285,24285,NA,42509,42509,NA,0.00346403569226305,0.0746929534571537
"1995","2021-12-01",0.647991601745953,0.647991601745953,NA,-0.217732384538579,1,2.32435615334552e-05,0.0123099035608309,0.514,0.895707746967256,0.895707746967256,NA,129068,12,"C2718",0.314562608652461,23456,23456,NA,41976,41976,NA,0.00346403569226305,0.0746929534571537
"1996","2020-04-01",0.387779115651935,0.414877124062128,NA,-0.434071938304588,0,0.000299663393624811,0.000797368098495497,0,0.67790441251428,0.686555035492266,NA,1505022,4,"C2726",0.353459547887336,325273,325273,0,515367,515367,0,0.011227619835096,0.0586429781203553
"1997","2020-05-01",0.444550017286394,0.475615176860358,NA,-0.337878974768006,0,0.000409792785654463,0.00053592524690376,0,0.74469029662519,0.754193162918059,NA,1505639,5,"C2726",0.340907503852689,372893,372893,0,566140,566140,0,0.011227619835096,0.0586429781203553
"1998","2020-06-01",0.48333949285297,0.517115261360484,NA,-0.290013516378834,0,0.000352549844971019,0.00373061345837386,0,0.742815877448501,0.75229482459687,NA,1506170,6,"C2726",0.33542232722977,405430,405430,0,564715,564715,0,0.011227619835096,0.0586429781203553
"1999","2020-07-01",0.510015378929674,0.519701921819846,0.37139858544376,-0.333106175644608,0,0.000532193033447204,0.0132736035300653,0,0.785338227430842,0.781481276722442,1.08758743083829,1506972,7,"C2726",0.332131812256864,427806,407458,20348,597042,586624,10418,0.011227619835096,0.0586429781203553
"2000","2020-08-01",0.505916715346741,0.513373021820165,0.399215149441022,-0.298865150910038,0,0.000469595670168736,0.00604317653716661,0,0.778579795339734,0.77664550963057,0.930159724397119,1507680,8,"C2726",0.332247902041475,424368,402496,21872,591904,582994,8910,0.011227619835096,0.0586429781203553
"2001","2020-09-01",0.519520511200391,0.526477237579279,0.419968058407483,-0.290682145008842,0,0.000404431508529527,0.00453776121465958,0,0.755392243587678,0.752493317516068,0.982566029856979,1508290,9,"C2726",0.332552601309947,435779,412770,23009,574276,564864,9412,0.011227619835096,0.0586429781203553
"2002","2020-10-01",0.565070754998152,0.57287769164788,0.453351585671914,-0.245093418489807,0,0.00076187195251219,0.00495633056808076,0,0.945717478334016,0.945192641374583,0.986846226119637,1509440,10,"C2726",0.33846907701512,473987,449149,24838,718968,709515,9453,0.011227619835096,0.0586429781203553
"2003","2020-11-01",0.524297516720115,0.532424770972772,0.407994524298426,-0.277606145396361,0,0.000618389882241087,0.00896599026206875,0,0.909856222183784,0.909783636057238,0.915544420085604,1510374,11,"C2726",0.336494676927451,439786,417433,22353,691705,682935,8770,0.011227619835096,0.0586429781203553
"2004","2020-12-01",0.535350079278979,0.542971662165308,0.426283367556468,-0.297143424782991,1,0.000685452656790679,0.0175016755813681,0,0.958093906427679,0.958092016787972,0.958241987681386,1511410,12,"C2726",0.335510180901977,449057,425702,23355,728377,719198,9179,0.011227619835096,0.0586429781203553
"2005","2021-01-01",0.518206745270085,0.528250145882293,0.374483230663929,-0.266040942988434,1,0.000525061433510294,0.0213607285453867,0,0.925309328490974,0.927657323955764,0.741309113686189,1512204,1,"C2726",0.319501396324811,434677,414160,20517,703453,696352,7101,0.011227619835096,0.0586429781203553
"2006","2021-02-01",0.491317461642088,0.499140011925678,0.379374857403605,-0.237466539379195,1,0.000380095175832028,0.00713393436936855,0,0.87007775879974,0.872990508974478,0.641820649337092,1512779,2,"C2726",0.319064641736589,412122,391337,20785,661464,655316,6148,0.011227619835096,0.0586429781203553
