state,date,vmt,vmt19,vmt_19pct,onsite_pct,iv,net_mig_rate,vrm,vrm_19pct,covid_cases,cases_p_1000,vacc_cum,dose1_cum,vacc_cum_pct,vaccine_p,dose_tot_p,dose_p_lag3,dose_p_lag3_6,dose_p_lag6_9,vaccine_p_1000,reopened,pop_million_old,gdp,gdp_pct,gdp_p,gdp_p_in1000,inc_p,inc_p_pct,ppl_persqkm,UR,UR_19_pct,transitcommute_pct,noveh_pct,fare,swaa_wfh,swaa_sample_count,year,pop_million,l_pop_million
CA,2021-10-01,28859,32068,89.9931395783959,74.0375609787973,32.7637239878519,-0.358048303504697,6777079.10213261,87.0189205784465,0.0045826950485898,4.58269504858985,0.613,0.746,61.3,0.0955602369516829,1.3945057119697,0.236561934386848,0.382229115499718,0.77242312222458,95.5602369516829,1,38.980774,245247.375,106.143180784871,6291.49577686682,6.29149577686682,76294.0,115.369726296688,79.6258081094334,6.2,155.0,4.068321388069584,6.897288203761262,1.8506293962214269,50.64,436.0,2021,39.142991,3.667221377034939
CA,2021-11-01,27314,31617,86.3902331024449,69.0596384281721,32.7785195948067,-0.353144851005131,6603315.4556028,90.9730045652745,0.0043060524038627,4.30605240386272,0.632,0.788,63.2,0.136150800165258,1.53114897464684,0.299084703574596,0.246333060291616,0.756848936195671,136.150800165258,1,38.967013,245247.375,106.143180784871,6293.71758620554,6.29371758620554,76294.0,115.369726296688,79.6258081094334,5.8,141.463414634146,4.068321388069584,6.897288203761262,1.8506293962214269,46.56,553.0,2021,39.142991,3.667221377034939
CA,2021-12-01,27217,32615,83.4493331289284,66.0542192516911,32.9027821981504,-0.316958179027899,6746126.60793825,91.184143441949,0.0110419634967477,11.0419634967477,0.662,0.829,66.2,0.16511857655255,1.69675286139021,0.39682961366949,0.204859192082683,0.625516704486028,165.11857655255,1,38.954666,245247.375,106.143180784871,6295.71243147098,6.29571243147098,76294.0,115.369726296688,79.6258081094334,5.5,130.952380952381,4.068321388069584,6.897288203761262,1.8506293962214269,40.09,573.0,2021,39.142991,3.667221377034939
CA,2022-01-01,25724,25741,99.9339574997086,68.5175182857236,30.7453283114663,-0.276269147828439,6463002.34945303,86.303480137791,0.0743686554099464,74.3686554099464,0.691,0.804,69.1,0.0933534480759725,1.79057506993328,0.39462282479378,0.236561934386848,0.382229115499717,93.3534480759725,1,38.943907,239200.875,106.998047024396,6142.18997082137,6.14218997082137,75862.0,118.863105776914,79.6258081094334,5.2,120.93023255814,4.068321388069584,6.897288203761262,2.107522957885824,34.06,581.0,2022,39.029342,3.664313722223868
CA,2022-02-01,25405,23914,106.23484151543,73.1926752124941,30.7500714596478,-0.315090759084385,6125783.31247461,89.1789716976656,0.0144825391378324,14.4825391378324,0.704,0.819,70.4,0.0540395421307708,1.84517880572203,0.312511566759293,0.299084703574596,0.246333060291616,54.0395421307708,1,38.93164,239200.875,106.998047024396,6144.12531812171,6.14412531812171,75862.0,118.863105776914,79.6258081094334,4.7,109.302325581395,4.068321388069584,6.897288203761262,2.107522957885824,44.14,501.0,2022,39.029342,3.664313722223868
CA,2022-03-01,28954,28243,102.517437949226,74.7910154473483,30.7417360573628,-0.396698526747292,6753991.1646419,90.9269224841131,0.003296981550255,3.29698155025508,0.711,0.825,71.1,0.028094622388896,1.87400540782474,0.175487612595639,0.39682961366949,0.204859192082683,28.094622388896,1,38.916202,239200.875,106.998047024396,6146.56268358356,6.14656268358356,75862.0,118.863105776914,79.6258081094334,4.4,104.761904761905,4.068321388069584,6.897288203761262,2.107522957885824,43.68,478.0,2022,39.029342,3.664313722223868
CA,2022-04-01,27363,31193,87.7216042060719,74.6603031836222,30.6430388392771,-0.437464178234068,6419193.74846984,86.2033070866428,0.0033929245561314,3.39292455613145,0.72,0.837,72.0,0.0616330907704107,1.93645830883089,0.143767255290078,0.39462282479378,0.236561934386848,61.6330907704107,1,38.899185,238897.183333333,105.36677445926,6141.4444372892,6.1414444372892,76345.0,118.122601807154,79.6258081094334,4.1,100.0,4.068321388069584,6.897288203761262,2.107522957885824,37.06,536.0,2022,39.029342,3.664313722223868
CA,2022-05-01,29395,28595,102.797691904179,73.9313412797727,30.493377822761,-0.366748820185427,6641406.35620489,86.476375568794,0.0086641804931906,8.66418049319063,0.726,0.826,72.6,0.0429650061808016,1.9801335088118,0.132692719340108,0.312511566759293,0.299084703574596,42.9650061808016,1,38.884924,238897.183333333,105.36677445926,6143.69680479081,6.14369680479081,76345.0,118.122601807154,79.6258081094334,4.0,100.0,4.068321388069584,6.897288203761262,2.107522957885824,34.8,582.0,2022,39.029342,3.664313722223868
CA,2022-06-01,29428,30500,96.4852459016394,69.7420038420837,30.418239912973,-0.438125090129013,6608048.00832113,91.6714783945136,0.0135901365381377,13.5901365381377,0.728,0.83,72.8,0.0318779548004851,2.0128790097843,0.136476051751697,0.175487612595639,0.39682961366949,31.8779548004851,1,38.867895,238897.183333333,105.36677445926,6146.38851250713,6.14638851250713,76345.0,118.122601807154,79.6258081094334,3.9,97.5,4.068321388069584,6.897288203761262,2.107522957885824,35.82,703.0,2022,39.029342,3.664313722223868
CA,2022-07-01,30293,30789,98.3890350449836,68.1622153033667,30.5267066012164,-0.358676447874977,6650005.80510616,87.4019428040769,0.0154164727460592,15.4164727460592,0.731,0.836,73.1,0.0284746787322239,2.04207566080975,0.103317639713511,0.143767255290078,0.394622824793779,28.4746787322239,1,38.853959,241162.358333333,105.58626635987,6206.89279909245,6.20689279909245,77529.0,119.145241351754,79.6258081094334,3.8,95.0,4.068321388069584,6.897288203761262,2.107522957885824,36.03,929.0,2022,39.029342,3.664313722223868
CA,2022-08-01,29681,30448,97.4809511297951,70.6268117767356,30.4700404345501,-0.385385912831773,6956241.02445978,91.5592425063796,0.0100767808308923,10.0767808308923,0.735,0.841,73.5,0.024051474457717,2.06691412246008,0.0844041079904261,0.132692719340109,0.312511566759293,24.051474457717,1,38.838991,241162.358333333,105.58626635987,6209.28484813968,6.20928484813968,77529.0,119.145241351754,79.6258081094334,3.8,95.0,4.068321388069584,6.897288203761262,2.107522957885824,32.53,769.0,2022,39.029342,3.664313722223868
CA,2022-09-01,29121,26237,110.992110378473,72.1088129590043,30.4525083104146,-0.28762879649472,6618399.69174527,92.9363571055853,0.0044401665269773,4.44016652697732,0.738,0.844,73.8,0.0356698854839222,2.1031785119655,0.0881960386738632,0.136476051751698,0.175487612595639,35.6698854839222,1,38.827823,241162.358333333,105.58626635987,6211.07081726764,6.21107081726764,77529.0,119.145241351754,79.6258081094334,4.0,100.0,4.068321388069584,6.897288203761262,2.107522957885824,30.47,862.0,2022,39.029342,3.664313722223868
CA,2022-10-01,29160,32068,90.9317699887739,74.739775797394,30.5221293957166,-0.246945784786671,6823262.04339664,89.0347680968548,0.0026039564857105,2.60395648571057,0.742,0.852,74.2,0.0456265182779939,2.14932440131168,0.105347878219633,0.103317639713511,0.143767255290077,45.6265182779939,1,38.818237,242615.358333333,105.004042717118,6250.03547516425,6.25003547516425,79641.0,120.430969302888,79.6258081094334,4.1,102.5,4.068321388069584,6.897288203761262,2.107522957885824,36.83,681.0,2022,39.029342,3.664313722223868
CA,2022-11-01,24721,31617,78.188948983142,,30.5678563773105,-0.227290201944806,6723819.41627254,93.3073740300903,0.0035488810241308,3.54888102413085,0.742,0.84,74.2,0.0607701749492958,2.2105830966382,0.142066578711212,0.0844041079904262,0.132692719340108,60.7701749492958,1,38.809416,242615.358333333,105.004042717118,6251.45604698956,6.25145604698956,79641.0,120.430969302888,79.6258081094334,4.1,100.0,4.068321388069584,6.897288203761262,2.107522957885824,36.35,589.0,2022,39.029342,3.664313722223868
CA,2022-12-01,24994,32615,76.6334508661659,,30.6513282124382,-0.210689137494339,6889595.79864875,93.0314559612446,0.0083458155371886,8.34581553718862,0.744,0.843,74.4,0.0340007681713067,2.24504961065549,0.140397461398596,0.0881960386738633,0.136476051751697,34.0007681713067,1,38.801241,242615.358333333,105.004042717118,6252.77316087218,6.25277316087218,79641.0,120.430969302888,79.6258081094334,4.1,97.6190476190476,4.068321388069584,6.897288203761262,2.107522957885824,39.65,653.0,2022,39.029342,3.664313722223868
CA,2023-01-01,23363,25741,90.7618196651257,,,-0.228240659694388,6872854.48280295,90.6644971490225,0.0040413341927115,4.04133419271157,0.746,0.846,74.6,0.0203679912762264,2.2659300135359,0.115138934396829,0.105347878219633,0.10331763971351,20.3679912762264,1,38.792387,,,,,,,79.6258081094334,4.2,97.6744186046512,4.068321388069584,6.897288203761262,,30.09,567.0,2023,,
CA,2023-02-01,22426,23914,93.777703437317,,,-0.262723634178754,6439510.69087637,93.1388013079986,0.0027052102616772,2.70521026167728,0.747,0.848,74.7,0.008864866297676,2.27539019320153,0.0632336257452092,0.142066578711212,0.0844041079904257,8.86486629767606,1,38.782198,,,,,,,79.6258081094334,4.4,102.325581395349,4.068321388069584,6.897288203761262,,34.04,791.0,2023,,
CA,2023-03-01,25365,28243,89.8098643911766,,,-0.323526221731919,7318281.96406533,96.3333752495526,0.0020893918194526,2.08939181945261,0.748,0.849,74.8,0.0092432083803686,2.28536954997407,0.0384760659542711,0.140397461398597,0.0881960386738629,9.24320838036862,1,38.769655,,,,,,,79.6258081094334,4.4,104.761904761905,4.068321388069584,6.897288203761262,,32.28,776.0,2023,,
CO,2020-04-01,2757,4808,57.3419301164726,49.6698839285125,34.7938302614785,-0.294970289887996,2861168.27835261,86.0598249182719,0.0021598869286425,2.15988692864255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.678538,27828.8833333333,93.8479044261983,4900.71270692093,4.90071270692093,66988.0,108.382545666348,19.9509780108697,11.1,426.923076923077,2.49257007111443,4.980313582281686,2.7117058586368663,,,2020,5.784865,1.7552450241589987
CO,2020-05-01,3458,4528,76.36925795053,60.3589740088351,34.2039025980469,0.0688510104634166,2322123.43241285,68.7480082757479,0.0019788942598155,1.97889425981554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.678929,27828.8833333333,93.8479044261983,4900.37528789906,4.90037528789906,66988.0,108.382545666348,19.9509780108697,11.6,446.153846153846,2.49257007111443,4.980313582281686,2.7117058586368663,69.43,33.0,2020,5.784865,1.7552450241589987
CO,2020-06-01,3849,4346,88.5641969627243,67.4791619317478,33.3237867357213,0.0429640019770484,2287393.71344951,74.2641627728654,0.0011153032316501,1.1153032316501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.679173,27828.8833333333,93.8479044261983,4900.1647481655,4.9001647481655,66988.0,108.382545666348,19.9509780108697,11.2,448.0,2.49257007111443,4.980313582281686,2.7117058586368663,,,2020,5.784865,1.7552450241589987
CO,2020-07-01,4220,4624,91.2629757785467,65.1656684602057,32.9867631076329,0.0047541907310888,2366945.43094587,73.0853187240945,0.0025091562191858,2.5091562191858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.6792,29751.0333333333,98.2235093243063,5238.59581161666,5.23859581161666,65325.0,104.316374437099,19.9509780108697,6.4,256.0,2.49257007111443,4.980313582281686,2.7117058586368663,59.84,20.0,2020,5.784865,1.7552450241589987
CO,2020-08-01,4516,5068,89.1081294396212,68.4386350841686,32.8552101761757,0.0385602823105673,2341554.01498529,71.5586286724941,0.0019102306063349,1.91023060633491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.679419,29751.0333333333,98.2235093243063,5238.39380988325,5.23839380988325,65325.0,104.316374437099,19.9509780108697,6.2,248.0,2.49257007111443,4.980313582281686,2.7117058586368663,36.8,36.0,2020,5.784865,1.7552450241589987
CO,2020-09-01,4284,4646,92.2083512699096,68.4377171741791,32.9243501607504,-0.0586361960357705,2275702.57452416,72.8290766110401,0.0023406935552657,2.34069355526576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.679086,29751.0333333333,98.2235093243063,5238.7009693696,5.2387009693696,65325.0,104.316374437099,19.9509780108697,6.3,242.307692307692,2.49257007111443,4.980313582281686,2.7117058586368663,29.79,34.0,2020,5.784865,1.7552450241589987
CO,2020-10-01,4434,4640,95.5603448275862,70.4835306142887,32.9707571177446,-0.328681995765533,2359260.12801529,70.6486818404373,0.0064739432327794,6.47394323277942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.67722,29839.8166666667,98.3688602185512,5256.06135866968,5.25606135866968,65198.0,103.909474858554,19.9509780108697,6.2,238.461538461538,2.49257007111443,4.980313582281686,2.7117058586368663,51.91,25.0,2020,5.784865,1.7552450241589987
CO,2020-11-01,3574,3811,93.7811598005773,65.5579045055845,33.0409626075577,-0.361575199183531,2256431.83447064,67.9591520545395,0.0223179296189998,22.3179296189998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.675168,29839.8166666667,98.3688602185512,5257.96182010236,5.25796182010236,65198.0,103.909474858554,19.9509780108697,6.3,233.333333333333,2.49257007111443,4.980313582281686,2.7117058586368663,56.47,25.0,2020,5.784865,1.7552450241589987
CO,2020-12-01,3988,4387,90.9049464326419,62.5060231997456,33.3546113715516,-0.260853258057193,2352686.04589792,71.7010993727489,0.0178150437598966,17.8150437598966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.673688,29839.8166666667,98.3688602185512,5259.33337657387,5.25933337657387,65198.0,103.909474858554,19.9509780108697,6.4,228.571428571429,2.49257007111443,4.980313582281686,2.7117058586368663,63.98,58.0,2020,5.784865,1.7552450241589987
CO,2021-01-01,4187,4705,88.990435706695,68.8578213306358,33.3705762063722,-0.261979386488704,2375030.0362095,74.8430039791908,0.0108527517179395,10.8527517179395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.672202,30556.15,104.635092215015,5386.99961672733,5.38699961672733,72158.0,117.64955244322,19.9509780108697,6.3,210.0,2.49257007111443,4.980313582281686,2.8769598257893376,45.01,65.0,2021,5.811297,1.7598037817507604
CO,2021-02-01,3596,3806,94.4823962165003,70.3716343754321,33.3900175148012,-0.339842423868331,2160765.66577894,76.4029146162668,0.0059665536503961,5.96655365039615,0.0,0.157,0.0,0.241850527531734,0.241850527531734,0.241850527531734,0.0,0.0,241.850527531733,0,5.670275,30556.15,104.635092215015,5388.83034773446,5.38883034773446,72158.0,117.64955244322,19.9509780108697,6.3,217.241379310345,2.49257007111443,4.980313582281686,2.8769598257893376,54.91,37.0,2021,5.811297,1.7598037817507604
CO,2021-03-01,4667,4675,99.8288770053476,67.997852582814,33.3140661658129,-0.408612694622526,2310923.09415318,77.0104556465137,0.0059654630529261,5.96546305292611,0.175,0.299,17.5,0.232459338537911,0.474408689265395,0.474309866069644,0.0,0.0,232.459338537911,0,5.667959,30556.15,104.635092215015,5391.03229222371,5.39103229222371,72158.0,117.64955244322,19.9509780108697,6.1,225.925925925926,2.49257007111443,4.980313582281686,2.8769598257893376,49.92,19.0,2021,5.811297,1.7598037817507604
CO,2021-04-01,4277,4808,88.9559068219634,71.5415500935832,33.2522646900229,-0.11822231052625,2312449.44053505,74.2389214104012,0.0086408157410006,8.64081574100068,0.322,0.465,32.2,0.307842426952287,0.782307201909061,0.782152293021932,0.0,0.0,307.842426952287,0,5.667289,30981.375,104.47911564276,5466.70109817939,5.46670109817939,69239.0,112.024527966088,19.9509780108697,6.1,234.615384615385,2.49257007111443,4.980313582281686,2.8769598257893376,44.71,64.0,2021,5.811297,1.7598037817507604
CO,2021-05-01,4373,4528,96.5768551236749,71.7797129782578,33.1177905353333,-0.171893020419797,2365729.46520595,70.7870549053901,0.0057208256159426,5.72082561594264,0.453,0.542,45.3,0.205252796570611,0.987694471627504,0.745554562060809,0.241850527531734,0.0,205.252796570611,1,5.666315,30981.375,104.47911564276,5467.64078594289,5.46764078594289,69239.0,112.024527966088,19.9509780108697,5.9,226.923076923077,2.49257007111443,4.980313582281686,2.8769598257893376,38.37,55.0,2021,5.811297,1.7598037817507604
CO,2021-06-01,4524,4346,104.095720202485,69.8317345055282,32.7968497445382,-0.183751041873703,2355262.58419845,75.9401771223463,0.0026051696705225,2.60516967052256,0.518,0.579,51.8,0.100718341248808,1.08859430276453,0.613813564771706,0.474309866069645,0.0,100.718341248808,1,5.665274,30981.375,104.47911564276,5468.6454706339,5.4686454706339,69239.0,112.024527966088,19.9509780108697,5.8,232.0,2.49257007111443,4.980313582281686,2.8769598257893376,33.94,45.0,2021,5.811297,1.7598037817507604
CO,2021-07-01,4584,4624,99.1349480968858,69.4678742443537,32.842146350427,-0.238174057742643,2443080.88201837,74.240626851195,0.0031024422110109,3.10244221101092,0.544,0.603,54.4,0.049595112929638,1.13844869061649,0.355566250749057,0.782152293021932,0.0,49.595112929638,1,5.663925,31194.3416666667,102.98861472245,5507.54850508555,5.50754850508555,70059.0,111.876018012839,19.9509780108697,5.6,224.0,2.49257007111443,4.980313582281686,2.8769598257893376,58.06,63.0,2021,5.811297,1.7598037817507604
CO,2021-08-01,4869,5068,96.0734017363852,72.3025273176674,32.8716056269627,-0.276209870758858,2446090.10735211,72.3085632477889,0.0071673282575943,7.16732825759431,0.569,0.634,56.9,0.0606121722016664,1.19937531358386,0.210925626380112,0.745554562060809,0.241850527531733,60.6121722016664,1,5.662361,31194.3416666667,102.98861472245,5509.06974434634,5.50906974434634,70059.0,111.876018012839,19.9509780108697,5.3,212.0,2.49257007111443,4.980313582281686,2.8769598257893376,40.49,49.0,2021,5.811297,1.7598037817507604
CO,2021-09-01,4586,4646,98.7085665088248,73.481675156194,32.9942790972936,-0.546360316146838,2475421.32190999,72.8543028838327,0.0098535694274295,9.85356942742958,0.594,0.656,59.4,0.0616406465216621,1.26167125118103,0.171847931652966,0.613813564771706,0.474309866069645,61.6406465216621,1,5.659269,31194.3416666667,102.98861472245,5512.07968143353,5.51207968143353,70059.0,111.876018012839,19.9509780108697,4.9,188.461538461538,2.49257007111443,4.980313582281686,2.8769598257893376,38.59,42.0,2021,5.811297,1.7598037817507604
CO,2021-10-01,4835,4640,104.202586206897,76.4642334097142,33.1229053492242,-0.696157184052148,2462309.35460903,67.6010887056139,0.0125053666168494,12.5053666168494,0.616,0.677,61.6,0.102674431845911,1.36522400453236,0.22492725056924,0.355566250749057,0.782152293021932,102.674431845911,1,5.655332,31855.9083333333,105.015035078186,5632.8980037482,5.6328980037482,71418.0,113.822615347836,19.9509780108697,4.6,176.923076923077,2.49257007111443,4.980313582281686,2.8769598257893376,48.68,57.0,2021,5.811297,1.7598037817507604
CO,2021-11-01,4332,3811,113.670952505904,71.4553868303894,33.1551904801304,-0.5932435346982,2489057.63824911,72.7063908743208,0.0157102494542177,15.7102494542177,0.632,0.715,63.2,0.153245615385337,1.5192795302318,0.31756069375291,0.210925626380112,0.745554562060809,153.245615385337,1,5.651979,31855.9083333333,105.015035078186,5636.23968407054,5.63623968407054,71418.0,113.822615347836,19.9509780108697,4.4,162.962962962963,2.49257007111443,4.980313582281686,2.8769598257893376,39.18,43.0,2021,5.811297,1.7598037817507604
CO,2021-12-01,4361,4387,99.4073398677912,68.6581814505334,33.1145746773525,-0.381427810848621,2561850.22816107,72.6873727912309,0.0175039080863404,17.5039080863404,0.663,0.747,66.3,0.164664244408321,1.68452327010541,0.420584291639569,0.171847931652966,0.613813564771706,164.664244408321,1,5.649824,31855.9083333333,105.015035078186,5638.38950263465,5.63838950263465,71418.0,113.822615347836,19.9509780108697,4.2,150.0,2.49257007111443,4.980313582281686,2.8769598257893376,65.29,41.0,2021,5.811297,1.7598037817507604
CO,2022-01-01,3969,4705,84.3570669500531,72.7617536227818,31.568297128297,-0.328259533956448,2562298.0642664,74.9348571886444,0.0576515101886164,57.6515101886164,0.682,0.774,68.2,0.10335129258831,1.7884275235173,0.421261152381969,0.224927250569239,0.355566250749057,103.35129258831,1,5.64797,32082.05,109.860314869404,5680.2798173503,5.6802798173503,72376.0,118.00498915755,19.9509780108697,4.0,133.333333333333,2.49257007111443,4.980313582281686,2.0805446872050206,49.42,65.0,2022,5.839926,1.7647181255269782
CO,2022-02-01,3837,3806,100.81450341566,76.5937434424128,31.6473830683142,-0.261223998250242,2344744.13642082,77.4730307576534,0.0107916503955108,10.7916503955108,0.692,0.784,69.2,0.0393746917335444,1.82826939543912,0.307390228730176,0.31756069375291,0.210925626380112,39.3746917335444,1,5.646495,32082.05,109.860314869404,5681.76364275537,5.68176364275537,72376.0,118.00498915755,19.9509780108697,3.6,124.137931034483,2.49257007111443,4.980313582281686,2.0805446872050206,36.54,66.0,2022,5.839926,1.7647181255269782
CO,2022-03-01,4365,4675,93.3689839572192,76.9599880020407,31.6005504106864,-0.398281648552942,2614499.82533352,82.3712272877043,0.0055982666952739,5.59826669527397,0.698,0.788,69.8,0.0221584916464499,1.85115605323438,0.164884475968305,0.420584291639569,0.171847931652967,22.1584916464499,1,5.644247,32082.05,109.860314869404,5684.0265849457,5.6840265849457,72376.0,118.00498915755,19.9509780108697,3.3,122.222222222222,2.49257007111443,4.980313582281686,2.0805446872050206,29.97,55.0,2022,5.839926,1.7647181255269782
CO,2022-04-01,4024,4808,83.69384359401,78.7589626517296,31.6245639823522,-0.2541285702716,2523435.86670217,78.7698769835689,0.0068150406543686,6.81504065436866,0.702,0.793,70.2,0.0480412872090569,1.8996677720846,0.109574470589051,0.421261152381968,0.22492725056924,48.0412872090569,1,5.642813,31921.6666666667,107.650080190963,5657.04847328215,5.65704847328215,73269.0,118.54482501982,19.9509780108697,3.1,119.230769230769,2.49257007111443,4.980313582281686,2.0805446872050206,37.53,46.0,2022,5.839926,1.7647181255269782
CO,2022-05-01,4695,4528,103.68816254417,75.0639122325814,31.5970329729242,-0.0506865097854206,2590745.53803631,76.9902289435434,0.0115561697799585,11.5561697799585,0.705,0.797,70.5,0.0362989844798262,1.93606304409354,0.106498763335333,0.307390228730176,0.31756069375291,36.2989844798262,1,5.642527,31921.6666666667,107.650080190963,5657.33520932495,5.65733520932495,73269.0,118.54482501982,19.9509780108697,2.9,111.538461538462,2.49257007111443,4.980313582281686,2.0805446872050206,25.54,39.0,2022,5.839926,1.7647181255269782
CO,2022-06-01,4813,4346,110.745513115508,70.6157529328836,31.3244661809406,-0.157578348699438,2505338.08211258,80.2477569389565,0.0152436225082148,15.2436225082148,0.708,0.802,70.8,0.0449032710003726,1.98127139671138,0.129243542689256,0.164884475968305,0.420584291639569,44.9032710003726,1,5.641638,31921.6666666667,107.650080190963,5658.22668286527,5.65822668286527,73269.0,118.54482501982,19.9509780108697,2.8,112.0,2.49257007111443,4.980313582281686,2.0805446872050206,32.2,47.0,2022,5.839926,1.7647181255269782
CO,2022-07-01,4941,4624,106.85553633218,70.9189285954335,31.3309685924517,-0.275705162494949,2558822.30305375,76.9956219903817,0.0110920353477068,11.0920353477068,0.711,0.808,71.1,0.0292816612805166,2.01109930474427,0.110483916760715,0.109574470589051,0.421261152381968,29.2816612805166,1,5.640083,32197.9083333333,106.301906020149,5708.76498330491,5.70876498330491,75793.0,121.032544473188,19.9509780108697,2.7,108.0,2.49257007111443,4.980313582281686,2.0805446872050206,37.47,74.0,2022,5.839926,1.7647181255269782
CO,2022-08-01,5053,5068,99.7040252565114,72.9578823781445,31.3674121331114,-0.446469274151292,2605524.45231135,79.2116478589709,0.0061226777655463,6.12267776554634,0.716,0.814,71.6,0.0272612329505322,2.03925843174164,0.101446165231421,0.106498763335333,0.307390228730176,27.2612329505322,1,5.637566,32197.9083333333,106.301906020149,5711.31377146331,5.71131377146331,75793.0,121.032544473188,19.9509780108697,2.6,104.0,2.49257007111443,4.980313582281686,2.0805446872050206,28.43,77.0,2022,5.839926,1.7647181255269782
CO,2022-09-01,4856,4646,104.520017219113,74.2365478316487,31.4978500669043,-0.495672141539686,2543789.29305343,80.0890164127138,0.0042131244683681,4.21312446836811,0.72,0.818,72.0,0.0424389766899217,2.08270821202558,0.0989818709209705,0.129243542689256,0.164884475968305,42.4389766899217,1,5.634773,32197.9083333333,106.301906020149,5714.14471059142,5.71414471059142,75793.0,121.032544473188,19.9509780108697,2.8,107.692307692308,2.49257007111443,4.980313582281686,2.0805446872050206,39.71,93.0,2022,5.839926,1.7647181255269782
CO,2022-10-01,4835,4640,104.202586206897,76.8953747779995,31.6386931980653,-0.573199716951565,2604538.36296372,76.9576266311719,0.0035595915508088,3.55959155080888,0.725,0.824,72.5,0.0787164090848959,2.1626184288681,0.14841661872535,0.110483916760715,0.109574470589051,78.7164090848959,1,5.631545,32409.9916666667,106.841606151828,5755.07994105821,5.75507994105821,75206.0,119.859749780859,19.9509780108697,2.8,107.692307692308,2.49257007111443,4.980313582281686,2.0805446872050206,29.04,95.0,2022,5.839926,1.7647181255269782
CO,2022-11-01,4180,3811,109.682498032013,,31.6472031557276,-0.350115301797258,2526863.38294206,80.9959176979766,0.0046582565572457,4.65825655724572,0.73,0.831,73.0,0.0833414748611529,2.24671706953315,0.20449686063597,0.101446165231421,0.106498763335333,83.3414748611529,1,5.629574,32409.9916666667,106.841606151828,5757.09488260864,5.75709488260864,75206.0,119.859749780859,19.9509780108697,2.8,103.703703703704,2.49257007111443,4.980313582281686,2.0805446872050206,32.69,93.0,2022,5.839926,1.7647181255269782
CO,2022-12-01,4269,4387,97.3102347845908,,31.5760415662749,-0.324108213762161,2548537.6452037,79.3050257732589,0.004712540535738,4.71254053573808,0.732,0.833,73.2,0.0253499178179557,2.27279516680734,0.187407801764004,0.0989818709209702,0.129243542689256,25.3499178179557,1,5.62775,32409.9916666667,106.841606151828,5758.9608043475,5.7589608043475,75206.0,119.859749780859,19.9509780108697,2.8,100.0,2.49257007111443,4.980313582281686,2.0805446872050206,32.83,92.0,2022,5.839926,1.7647181255269782
CO,2023-01-01,4132,4705,87.8214665249734,,,-0.203675254203068,2620149.33744983,81.2092727630135,0.0025205257025374,2.52052570253744,0.734,0.835,73.4,0.0140024071358141,2.2872604860765,0.122693799814923,0.14841661872535,0.110483916760715,14.0024071358141,1,5.626604,,,,,,,19.9509780108697,2.8,93.3333333333333,2.49257007111443,4.980313582281686,,35.99,87.0,2023,,
CO,2023-02-01,3990,3806,104.834471886495,,,-0.250835837988137,2382842.08306869,84.8287546837874,0.0023156538806757,2.31565388067574,0.735,0.837,73.5,0.011352854915378,2.2991870678926,0.0507051798691478,0.20449686063597,0.101446165231421,11.352854915378,1,5.625193,,,,,,,19.9509780108697,2.9,100.0,2.49257007111443,4.980313582281686,,39.39,100.0,2023,,
CO,2023-03-01,4473,4675,95.6791443850267,,,-0.393919378663761,2659662.96289661,90.2422786474823,0.0016235169335537,1.62351693355371,0.736,0.839,73.6,0.0096822359966551,2.30977499823048,0.0350374980478472,0.187407801764004,0.0989818709209704,9.68223599665515,1,5.622978,,,,,,,19.9509780108697,2.8,103.703703703704,2.49257007111443,4.980313582281686,,27.21,104.0,2023,,
CT,2020-04-01,1267,2494,50.8019246190858,51.1916095203157,37.9430975943846,0.4664842543364,522341.485565072,87.6984361470853,0.0067724217644864,6.77242176448649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.571396,18383.1583333333,87.6605652054182,5147.33127699458,5.14733127699458,79790.0,105.976889361137,265.048412287672,8.2,234.285714285714,3.848506462267257,8.457165267325259,0.5113418030291811,,,2020,3.597362,1.2802007990714204
CT,2020-05-01,1799,2899,62.0558813383926,60.6728695660299,36.9664069482474,0.649184210496861,506178.47320308,80.6995102748188,0.0041214802743139,4.12148027431391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.573716,18383.1583333333,87.6605652054182,5143.98971080336,5.14398971080336,79790.0,105.976889361137,265.048412287672,11.7,334.285714285714,3.848506462267257,8.457165267325259,0.5113418030291811,63.99,23.0,2020,3.597362,1.2802007990714204
