"MSA.Code","MSA.Title","MSA.Name","date","congestion","congestion_19pct","onsite_pct","S","iv","net_mig_rate","vrm","vrm_19pct","covid_cases","vaccine","reopened","pop_million","transitcommute_pct","noveh_pct"
"C2982","Las Vegas-Henderson-Paradise, NV","Las Vegas NV",2021-09-01,199,97.5490196078431,76.5333333333333,0.0300312542465009,27.7204567677759,0.0689467178850982,1453840,92.9409523468575,0.0072368639478551,0.508,1,2.190097,3.04581672337174,7.98503385552504
"C2982","Las Vegas-Henderson-Paradise, NV","Las Vegas NV",2021-10-01,252,119.431279620853,79.2903225806452,0.00963918197212453,27.8330012856657,0.160697646920791,1551662,94.5367542946826,0.00853483340855843,0.53,1,2.190449,3.04581672337174,7.98503385552504
"C2982","Las Vegas-Henderson-Paradise, NV","Las Vegas NV",2021-11-01,224,108.212560386473,75.7666666666667,0.0477946291915959,27.7561001213255,0.0981437591524762,1508915,97.0657974639247,0.00622783065469167,0.545,1,2.190664,3.04581672337174,7.98503385552504
"C2982","Las Vegas-Henderson-Paradise, NV","Las Vegas NV",2021-12-01,216,98.1818181818182,73.8064516129032,0.0178671918964547,27.8054666232981,0.157918037799919,1532128,96.1473366212306,0.011217363448498,0.565,1,2.19101,3.04581672337174,7.98503385552504
"C3108","Los Angeles-Long Beach-Anaheim, CA","Los Angeles CA",2020-04-01,77,16.6306695464363,51.0825735592604,0.00537160857692923,37.2638360833062,-0.551948943059359,10043162,68.6621274141513,0.00167208802162012,0,0,13.225861,4.50556779663156,7.76735532606595
"C3108","Los Angeles-Long Beach-Anaheim, CA","Los Angeles CA",2020-05-01,136,31.7757009345794,59.0071769365074,0.0274889651543929,37.0470400801493,-0.486632250654113,10518257,70.1529033141468,0.00270584565454298,0,0,13.219428,4.50556779663156,7.76735532606595
"C3108","Los Angeles-Long Beach-Anaheim, CA","Los Angeles CA",2020-06-01,213,46.8131868131868,65.4642545950457,0.00437766913292088,36.1812099866243,-0.511403031226616,10921088,77.7586272327301,0.00424054844487109,0,0,13.212671,4.50556779663156,7.76735532606595
"C3108","Los Angeles-Long Beach-Anaheim, CA","Los Angeles CA",2020-07-01,224,49.1228070175439,62.2896576740801,0.00813919986440255,36.1359066406764,-0.601451192220605,11710019,79.8484246156406,0.00812238140153676,0,0,13.204729,4.50556779663156,7.76735532606595
"C3108","Los Angeles-Long Beach-Anaheim, CA","Los Angeles CA",2020-08-01,250,50.8130081300813,64.6774193548387,0.00564285771450858,36.1254315975836,-0.797243639444878,11677353,79.1946962791758,0.00496774399143988,0,0,13.19421,4.50556779663156,7.76735532606595
"C3108","Los Angeles-Long Beach-Anaheim, CA","Los Angeles CA",2020-09-01,259,54.18410041841,64.2342041011866,0.0268260772928514,35.9365602957358,-0.729639677836019,11432103,82.7730263441318,0.00266686306825351,0,0,13.18459,4.50556779663156,7.76735532606595
